time,open,high,low,close,volume
2026-02-20 14:01:00,82924.95,82956.0,82922.93,82944.45,0
2026-02-20 14:02:00,82945.0,82945.79,82909.07,82912.34,0
2026-02-20 14:03:00,82911.43,82932.21,82908.77,82909.22,0
2026-02-20 14:04:00,82909.62,82919.63,82906.32,82906.32,0
2026-02-20 14:05:00,82905.45,82905.48,82856.82,82874.78,0
2026-02-20 14:06:00,82874.27,82891.62,82874.27,82891.62,0
2026-02-20 14:07:00,82887.77,82913.27,82874.81,82911.72,0
2026-02-20 14:08:00,82909.45,82918.0,82901.67,82902.4,0
2026-02-20 14:09:00,82904.44,82906.32,82893.27,82901.51,0
2026-02-20 14:10:00,82902.09,82910.61,82901.05,82903.08,0
2026-02-20 14:11:00,82902.66,82924.23,82898.27,82912.92,0
2026-02-20 14:12:00,82912.42,82916.49,82901.22,82910.64,0
2026-02-20 14:13:00,82908.66,82919.64,82901.44,82919.64,0
2026-02-20 14:14:00,82921.23,82926.68,82904.52,82906.72,0
2026-02-20 14:15:00,82906.72,82963.32,82906.72,82956.13,0
2026-02-20 14:16:00,82956.89,82987.15,82956.89,82985.56,0
2026-02-20 14:17:00,82984.1,82995.75,82976.07,82995.75,0
2026-02-20 14:18:00,82998.35,83017.92,82993.66,83017.92,0
2026-02-20 14:19:00,83022.14,83029.26,83002.37,83027.38,0
2026-02-20 14:20:00,83026.16,83027.26,82992.43,83002.35,0
2026-02-20 14:21:00,83004.76,83036.31,82996.43,83035.81,0
2026-02-20 14:22:00,83037.56,83043.48,83006.33,83008.28,0
2026-02-20 14:23:00,83008.28,83008.28,82981.75,82981.75,0
2026-02-20 14:24:00,82983.42,82983.79,82943.5,82943.5,0
2026-02-20 14:25:00,82943.19,82950.04,82933.34,82944.29,0
2026-02-20 14:26:00,82940.14,82950.89,82903.95,82903.95,0
2026-02-20 14:27:00,82903.95,82929.33,82901.0,82907.29,0
2026-02-20 14:28:00,82905.02,82908.88,82888.54,82896.47,0
2026-02-20 14:29:00,82896.47,82935.46,82896.47,82915.1,0
2026-02-20 14:30:00,82910.38,82920.53,82893.74,82911.69,0
2026-02-20 14:31:00,82915.02,82934.03,82909.87,82918.8,0
2026-02-20 14:32:00,82918.8,82937.5,82907.67,82918.05,0
2026-02-20 14:33:00,82916.53,82932.26,82913.17,82924.39,0
2026-02-20 14:34:00,82929.79,82937.25,82916.87,82920.6,0
2026-02-20 14:35:00,82920.6,82964.95,82914.14,82959.54,0
2026-02-20 14:36:00,82958.18,82972.86,82947.34,82955.05,0
2026-02-20 14:37:00,82954.5,82969.03,82953.57,82955.59,0
2026-02-20 14:38:00,82952.86,82953.83,82922.96,82933.03,0
2026-02-20 14:39:00,82933.03,82964.1,82924.27,82961.29,0
2026-02-20 14:40:00,82957.06,82979.99,82956.84,82965.71,0
2026-02-20 14:41:00,82964.66,82979.84,82953.39,82967.74,0
2026-02-20 14:42:00,82968.42,82978.87,82962.36,82976.34,0
2026-02-20 14:43:00,82976.34,82991.58,82971.11,82986.18,0
2026-02-20 14:44:00,82987.66,83037.22,82984.2,83022.01,0
2026-02-20 14:45:00,83022.69,83046.63,83019.3,83046.08,0
2026-02-20 14:46:00,83046.08,83061.82,83042.02,83060.8,0
2026-02-20 14:47:00,83061.0,83061.0,83032.08,83041.77,0
2026-02-20 14:48:00,83041.52,83076.5,83040.98,83071.73,0
2026-02-20 14:49:00,83070.13,83086.96,83068.71,83085.47,0
2026-02-20 14:50:00,83086.52,83086.52,83042.04,83045.06,0
2026-02-20 14:51:00,83040.19,83040.19,82983.63,83004.34,0
2026-02-20 14:52:00,83002.03,83036.84,82998.0,83036.84,0
2026-02-20 14:53:00,83037.59,83037.59,82996.17,82999.78,0
2026-02-20 14:54:00,83000.18,83018.15,82998.03,83016.11,0
2026-02-20 14:55:00,83017.16,83041.04,83012.97,83040.58,0
2026-02-20 14:56:00,83040.58,83043.32,83011.48,83013.09,0
2026-02-20 14:57:00,83012.75,83018.85,83004.65,83009.62,0
2026-02-20 14:58:00,83007.69,83027.02,83005.41,83027.02,0
2026-02-20 14:59:00,83027.63,83045.79,83026.87,83045.79,0
2026-02-20 15:00:00,83059.85,83070.86,82991.7,82992.4,0
2026-02-20 15:01:00,82991.44,82998.59,82981.23,82986.44,0
2026-02-20 15:02:00,82987.54,82996.49,82941.56,82944.31,0
2026-02-20 15:03:00,82946.24,82954.96,82940.24,82952.0,0
2026-02-20 15:04:00,82952.2,82952.2,82900.7,82906.92,0
2026-02-20 15:05:00,82907.83,82907.83,82885.79,82885.79,0
2026-02-20 15:06:00,82878.99,82878.99,82849.67,82856.96,0
2026-02-20 15:07:00,82856.33,82856.33,82823.9,82827.65,0
2026-02-20 15:08:00,82824.35,82833.26,82816.27,82829.77,0
2026-02-20 15:09:00,82832.59,82852.45,82826.79,82830.54,0
2026-02-20 15:10:00,82829.9,82838.16,82802.34,82803.23,0
2026-02-20 15:11:00,82807.17,82825.45,82802.89,82805.11,0
2026-02-20 15:12:00,82801.9,82801.9,82781.66,82786.04,0
2026-02-20 15:13:00,82789.13,82798.68,82785.26,82791.41,0
2026-02-20 15:14:00,82798.22,82809.6,82789.03,82795.57,0
2026-02-20 15:15:00,82797.05,82808.31,82793.27,82799.58,0
2026-02-20 15:16:00,82799.15,82812.13,82792.18,82805.17,0
2026-02-20 15:17:00,82805.58,82808.35,82789.97,82794.81,0
2026-02-20 15:18:00,82800.55,82802.85,82784.55,82791.73,0
2026-02-20 15:19:00,82792.27,82796.72,82750.42,82756.15,0
2026-02-20 15:20:00,82756.96,82760.66,82716.24,82719.68,0
2026-02-20 15:21:00,82720.38,82734.71,82705.02,82711.04,0
2026-02-20 15:22:00,82713.62,82795.97,82713.62,82790.83,0
2026-02-20 15:23:00,82791.24,82797.44,82766.44,82776.14,0
2026-02-20 15:24:00,82777.3,82792.62,82765.33,82788.56,0
2026-02-20 15:25:00,82797.52,82827.47,82797.52,82827.47,0
2026-02-20 15:26:00,82826.58,82827.92,82764.95,82764.95,0
2026-02-20 15:27:00,82764.96,82808.18,82761.74,82804.15,0
2026-02-20 15:28:00,82792.74,82844.92,82792.53,82835.42,0
2026-02-20 15:29:00,82834.43,82848.12,82794.82,82794.82,0
